1.070312,1.064748,2.475904,1.063218,1.085859,1.057971,1.150215,1.058577,1.041199,1.047101,1.056478,1.055016,1.096677,1.094675,1.079235,1.064000
1.085938,1.086331,1.060241,1.068966,1.065657,1.053140,1.055794,1.087866,1.041199,1.050725,1.046512,1.051780,1.057402,1.056213,1.040984,1.050667
1.062500,1.071942,1.054217,1.057471,1.060606,1.053140,1.051502,1.037657,1.037453,1.043478,1.046512,1.048544,1.060423,1.056213,1.467213,1.336000
1.140625,1.820144,1.385542,1.379310,1.151515,1.144928,1.137339,1.142259,1.116105,1.344203,1.156146,1.291262,1.105740,1.136095,1.112022,1.368000
1.242188,1.079137,1.060241,1.068966,1.060606,1.053140,1.047210,1.050209,1.044944,1.047101,1.049834,1.048544,1.646526,1.094675,1.040984,1.408000
1.070312,1.079137,1.060241,1.057471,1.065657,1.082126,1.081545,1.054393,1.041199,1.039855,1.049834,1.048544,1.054381,1.065089,1.092896,1.080000
1.148437,1.136691,1.114458,1.120690,1.111111,1.111111,1.115880,1.108787,1.089888,1.090580,1.086379,1.090615,1.093656,1.097633,1.081967,1.485333
1.890625,1.115108,1.054217,1.068966,2.126263,1.067633,1.055794,1.087866,1.063670,1.398551,1.249169,1.058252,1.081571,1.071006,1.046448,1.114667
1.101562,1.151079,1.066265,1.086207,1.070707,1.067633,1.055794,1.058577,1.041199,1.036232,1.700997,1.161812,1.546828,1.094675,1.049180,1.045333
1.070312,1.086331,1.054217,1.063218,1.055556,1.043478,1.111588,1.050209,1.044944,1.057971,1.053156,1.058252,1.111782,1.056213,1.057377,1.048000
1.078125,1.079137,1.060241,1.080460,1.065657,1.062802,1.060086,1.050209,1.044944,1.057971,1.764120,1.122977,1.060423,1.079882,1.051913,1.520000
1.093750,1.079137,1.054217,1.074713,1.075758,1.067633,1.055794,1.066946,1.044944,1.065217,1.059801,1.058252,1.066465,1.071006,1.095628,1.058667
1.085938,1.079137,1.060241,1.063218,1.126263,1.661836,1.686695,1.050209,1.052434,1.039855,1.049834,1.051780,1.051360,1.041420,1.043716,1.053333
